0.0000000000	0.0000000000	-1.0000000000	-912.7973048031
0.0010000000	0.0000000000	-1.0000000000	-912.9679188008
0.0020000000	0.0000000000	-1.0000000000	-913.1403822016
0.0030000000	0.0000000000	-1.0000000000	-913.3111412750
0.0040000000	0.0000000000	-1.0000000000	-913.4837497640
0.0050000000	0.0000000000	-1.0000000000	-913.6546539329
0.0060000000	0.0000000000	-1.0000000000	-913.8256302911
0.0070000000	0.0000000000	-1.0000000000	-913.9984560937
0.0080000000	0.0000000000	-1.0000000000	-914.1695776185
0.0090000000	0.0000000000	-1.0000000000	-914.3407713783
0.0100000000	0.0000000000	-1.0000000000	-914.5138146410
0.0110000000	0.0000000000	-1.0000000000	-914.6851536895
0.0120000000	0.0000000000	-1.0000000000	-914.8565650419
0.0130000000	0.0000000000	-1.0000000000	-915.0298259846
0.0140000000	0.0000000000	-1.0000000000	-915.2013827975
0.0150000000	0.0000000000	-1.0000000000	-915.3747892637
0.0160000000	0.0000000000	-1.0000000000	-915.5464916790
0.0170000000	0.0000000000	-1.0000000000	-915.7182665756
0.0180000000	0.0000000000	-1.0000000000	-915.8918912460
0.0190000000	0.0000000000	-1.0000000000	-916.0638119958
0.0200000000	0.0000000000	-1.0000000000	-916.2358053668
0.0210000000	0.0000000000	-1.0000000000	-916.4078714161
0.0220000000	0.0000000000	-1.0000000000	-916.5817874345
0.0230000000	0.0000000000	-1.0000000000	-916.7539997504
0.0240000000	0.0000000000	-1.0000000000	-916.9262849088
0.0250000000	0.0000000000	-1.0000000000	-917.1004202248
0.0260000000	0.0000000000	-1.0000000000	-917.2728520229
0.0270000000	0.0000000000	-1.0000000000	-917.4453568633
0.0280000000	0.0000000000	-1.0000000000	-917.6179348159
0.0290000000	0.0000000000	-1.0000000000	-917.7923632049
0.0300000000	0.0000000000	-1.0000000000	-917.9650883670
0.0310000000	0.0000000000	-1.0000000000	-918.1378868706
0.0320000000	0.0000000000	-1.0000000000	-918.3107588041
0.0330000000	0.0000000000	-1.0000000000	-918.4837042466
0.0340000000	0.0000000000	-1.0000000000	-918.6585005368
0.0350000000	0.0000000000	-1.0000000000	-918.8315940291
0.0360000000	0.0000000000	-1.0000000000	-919.0047613023
0.0370000000	0.0000000000	-1.0000000000	-919.1780024586
0.0380000000	0.0000000000	-1.0000000000	-919.3513175902
0.0390000000	0.0000000000	-1.0000000000	-919.5247068074
0.0400000000	0.0000000000	-1.0000000000	-919.6981702092
0.0410000000	0.0000000000	-1.0000000000	-919.8717079060
0.0420000000	0.0000000000	-1.0000000000	-920.0453200064
0.0430000000	0.0000000000	-1.0000000000	-920.2207838747
0.0440000000	0.0000000000	-1.0000000000	-920.3945458880
0.0450000000	0.0000000000	-1.0000000000	-920.5683826571
0.0460000000	0.0000000000	-1.0000000000	-920.7422943015
0.0470000000	0.0000000000	-1.0000000000	-920.9162809428
0.0480000000	0.0000000000	-1.0000000000	-921.0903427190
0.0490000000	0.0000000000	-1.0000000000	-921.2627024936
0.0500000000	0.0000000000	-1.0000000000	-921.4369141546
0.0510000000	0.0000000000	-1.0000000000	-921.6112013459
0.0520000000	0.0000000000	-1.0000000000	-921.7855642026
0.0530000000	0.0000000000	-1.0000000000	-921.9600028651
0.0540000000	0.0000000000	-1.0000000000	-922.1345174916
0.0550000000	0.0000000000	-1.0000000000	-922.3091082157
0.0560000000	0.0000000000	-1.0000000000	-922.4837751968
0.0570000000	0.0000000000	-1.0000000000	-922.6567413307
0.0580000000	0.0000000000	-1.0000000000	-922.8315605177
0.0590000000	0.0000000000	-1.0000000000	-923.0064564291
0.0600000000	0.0000000000	-1.0000000000	-923.1814292284
0.0610000000	0.0000000000	-1.0000000000	-923.3547018232
0.0620000000	0.0000000000	-1.0000000000	-923.5298281313
0.0630000000	0.0000000000	-1.0000000000	-923.7050318338
0.0640000000	0.0000000000	-1.0000000000	-923.8785358412
0.0650000000	0.0000000000	-1.0000000000	-924.0538940885
0.0660000000	0.0000000000	-1.0000000000	-924.2275529977
0.0670000000	0.0000000000	-1.0000000000	-924.4030665087
0.0680000000	0.0000000000	-1.0000000000	-924.5786583152
0.0690000000	0.0000000000	-1.0000000000	-924.7525513499
0.0700000000	0.0000000000	-1.0000000000	-924.9282995534
0.0710000000	0.0000000000	-1.0000000000	-925.1023493704
0.0720000000	0.0000000000	-1.0000000000	-925.2764774838
0.0730000000	0.0000000000	-1.0000000000	-925.4524613652
0.0740000000	0.0000000000	-1.0000000000	-925.6267474600
0.0750000000	0.0000000000	-1.0000000000	-925.8028897348
0.0760000000	0.0000000000	-1.0000000000	-925.9773346457
0.0770000000	0.0000000000	-1.0000000000	-926.1518588955
0.0780000000	0.0000000000	-1.0000000000	-926.3282399653
0.0790000000	0.0000000000	-1.0000000000	-926.5029243244
0.0800000000	0.0000000000	-1.0000000000	-926.6776886806
0.0810000000	0.0000000000	-1.0000000000	-926.8525332628
0.0820000000	0.0000000000	-1.0000000000	-927.0274582916
0.0830000000	0.0000000000	-1.0000000000	-927.2024640088
0.0840000000	0.0000000000	-1.0000000000	-927.3793279199
0.0850000000	0.0000000000	-1.0000000000	-927.5544965035
0.0860000000	0.0000000000	-1.0000000000	-927.7297464949
0.0870000000	0.0000000000	-1.0000000000	-927.9050781329
0.0880000000	0.0000000000	-1.0000000000	-928.0804916692
0.0890000000	0.0000000000	-1.0000000000	-928.2542100770
0.0900000000	0.0000000000	-1.0000000000	-928.4297873781
0.0910000000	0.0000000000	-1.0000000000	-928.6054473382
0.0920000000	0.0000000000	-1.0000000000	-928.7811902248
0.0930000000	0.0000000000	-1.0000000000	-928.9570163038
0.0940000000	0.0000000000	-1.0000000000	-929.1329258382
0.0950000000	0.0000000000	-1.0000000000	-929.3071418216
0.0960000000	0.0000000000	-1.0000000000	-929.4832182998
0.0970000000	0.0000000000	-1.0000000000	-929.6593790561
0.0980000000	0.0000000000	-1.0000000000	-929.8338471020
0.0990000000	0.0000000000	-1.0000000000	-930.0101764783
0.1000000000	0.0000000000	-1.0000000000	-930.1848137112
0.1010000000	0.0000000000	-1.0000000000	-930.3613128603
0.1020000000	0.0000000000	-1.0000000000	-930.5361204522
0.1030000000	0.0000000000	-1.0000000000	-930.7127905533
0.1040000000	0.0000000000	-1.0000000000	-930.8877696912
0.1050000000	0.0000000000	-1.0000000000	-931.0646119499
0.1060000000	0.0000000000	-1.0000000000	-931.2397638631
0.1070000000	0.0000000000	-1.0000000000	-931.4150022250
0.1080000000	0.0000000000	-1.0000000000	-931.5921046465
0.1090000000	0.0000000000	-1.0000000000	-931.7675176692
0.1100000000	0.0000000000	-1.0000000000	-931.9430180975
0.1110000000	0.0000000000	-1.0000000000	-932.1186062588
0.1120000000	0.0000000000	-1.0000000000	-932.2942824842
0.1130000000	0.0000000000	-1.0000000000	-932.4700471039
0.1140000000	0.0000000000	-1.0000000000	-932.6459004528
0.1150000000	0.0000000000	-1.0000000000	-932.8218428759
0.1160000000	0.0000000000	-1.0000000000	-932.9978747188
0.1170000000	0.0000000000	-1.0000000000	-933.1739963218
0.1180000000	0.0000000000	-1.0000000000	-933.3502080420
0.1190000000	0.0000000000	-1.0000000000	-933.5247329345
0.1200000000	0.0000000000	-1.0000000000	-933.7011251331
0.1210000000	0.0000000000	-1.0000000000	-933.8776085244
0.1220000000	0.0000000000	-1.0000000000	-934.0541834763
0.1230000000	0.0000000000	-1.0000000000	-934.2290730531
0.1240000000	0.0000000000	-1.0000000000	-934.4058314087
0.1250000000	0.0000000000	-1.0000000000	-934.5809051428
0.1260000000	0.0000000000	-1.0000000000	-934.7578484141
0.1270000000	0.0000000000	-1.0000000000	-935.0166296421
0.1280000000	0.0000000000	-1.0000000000	-935.1928944672
0.1290000000	0.0000000000	-1.0000000000	-935.3683644497
0.1300000000	0.0000000000	-1.0000000000	-935.5439282643
0.1310000000	0.0000000000	-1.0000000000	-935.7204747999
0.1320000000	0.0000000000	-1.0000000000	-935.8971166021
0.1330000000	0.0000000000	-1.0000000000	-936.0729651715
0.1340000000	0.0000000000	-1.0000000000	-936.2489091970
0.1350000000	0.0000000000	-1.0000000000	-936.4249491030
0.1360000000	0.0000000000	-1.0000000000	-936.6010853010
0.1370000000	0.0000000000	-1.0000000000	-936.7773182225
0.1380000000	0.0000000000	-1.0000000000	-936.9536482870
0.1390000000	0.0000000000	-1.0000000000	-937.1291874512
0.1400000000	0.0000000000	-1.0000000000	-937.3048239880
0.1410000000	0.0000000000	-1.0000000000	-937.4814472680
0.1420000000	0.0000000000	-1.0000000000	-937.6572809589
0.1430000000	0.0000000000	-1.0000000000	-937.8332133609
0.1440000000	0.0000000000	-1.0000000000	-938.0092453585
0.1450000000	0.0000000000	-1.0000000000	-938.1853769745
0.1460000000	0.0000000000	-1.0000000000	-938.3616091035
0.1470000000	0.0000000000	-1.0000000000	-938.5379417797
0.1480000000	0.0000000000	-1.0000000000	-938.7143759010
0.1490000000	0.0000000000	-1.0000000000	-938.8900230252
0.1500000000	0.0000000000	-1.0000000000	-939.0666603916
0.1510000000	0.0000000000	-1.0000000000	-939.2434006439
0.1520000000	0.0000000000	-1.0000000000	-939.4193553424
0.1530000000	0.0000000000	-1.0000000000	-939.5954132523
0.1540000000	0.0000000000	-1.0000000000	-939.7715748726
0.1550000000	0.0000000000	-1.0000000000	-939.9478406960
0.1560000000	0.0000000000	-1.0000000000	-940.1242112339
0.1570000000	0.0000000000	-1.0000000000	-940.2997984980
0.1580000000	0.0000000000	-1.0000000000	-940.4754908383
0.1590000000	0.0000000000	-1.0000000000	-940.6521777041
0.1600000000	0.0000000000	-1.0000000000	-940.8280828428
0.1610000000	0.0000000000	-1.0000000000	-941.0040946230
0.1620000000	0.0000000000	-1.0000000000	-941.1811025127
0.1630000000	0.0000000000	-1.0000000000	-941.3573302730
0.1640000000	0.0000000000	-1.0000000000	-941.5327777712
0.1650000000	0.0000000000	-1.0000000000	-941.7092223399
0.1660000000	0.0000000000	-1.0000000000	-941.8857766924
0.1670000000	0.0000000000	-1.0000000000	-942.0615524341
0.1680000000	0.0000000000	-1.0000000000	-942.2374383997
0.1690000000	0.0000000000	-1.0000000000	-942.4143236543
0.1700000000	0.0000000000	-1.0000000000	-942.5913209431
0.1710000000	0.0000000000	-1.0000000000	-942.7675418851
0.1720000000	0.0000000000	-1.0000000000	-942.9429868350
0.1730000000	0.0000000000	-1.0000000000	-943.1185441945
0.1740000000	0.0000000000	-1.0000000000	-943.2951035095
0.1750000000	0.0000000000	-1.0000000000	-943.4717770929
0.1760000000	0.0000000000	-1.0000000000	-943.6476770421
0.1770000000	0.0000000000	-1.0000000000	-943.8236917742
0.1780000000	0.0000000000	-1.0000000000	-944.0007108626
0.1790000000	0.0000000000	-1.0000000000	-944.1769581411
