Time Flow_BTPS O2 CO2 N2 MMss SampleFlow MMms DelayO2 DelayMMss
18525 0.56846204 20.89768 0.08253 78.08576 28.57498 -0.00361207 29.00218 0.56262 0.63996
18530 0.56668921 20.89598 0.08253 78.08745 28.57464 -0.00361150 29.00224 0.56285 0.64019
18535 0.56476892 20.89419 0.08253 78.08921 28.57430 -0.00361057 29.00229 0.56285 0.64040
18540 0.56271625 20.89253 0.08253 78.09086 28.57404 -0.00360931 29.00234 0.56278 0.64054
18545 0.56051758 20.89082 0.08253 78.09255 28.57378 -0.00360845 29.00233 0.56287 0.64047
18550 0.55817334 20.88909 0.08253 78.09425 28.57355 -0.00360798 29.00231 0.56281 0.64022
18555 0.55568494 20.88739 0.08253 78.09593 28.57338 -0.00360767 29.00227 0.56262 0.64018
18560 0.55302136 20.88577 0.08253 78.09754 28.57327 -0.00360726 29.00223 0.56262 0.64018
18565 0.55016931 20.88424 0.08253 78.09904 28.57316 -0.00360699 29.00219 0.56229 0.64019
18570 0.54715417 20.88285 0.08253 78.10042 28.57308 -0.00360735 29.00216 0.56213 0.64037
18575 0.54398816 20.88164 0.08253 78.10162 28.57302 -0.00360810 29.00211 0.56230 0.64036
18580 0.54072437 20.88062 0.08253 78.10263 28.57297 -0.00360904 29.00204 0.56244 0.64051
18585 0.53737512 20.87982 0.08253 78.10342 28.57289 -0.00360919 29.00196 0.56242 0.64049
18590 0.53393188 20.87927 0.08253 78.10397 28.57285 -0.00360952 29.00188 0.56241 0.64049
18595 0.53037750 20.87897 0.08253 78.10426 28.57282 -0.00361071 29.00181 0.56242 0.64050
18600 0.52668652 20.87893 0.08253 78.10430 28.57274 -0.00361177 29.00176 0.56228 0.64054
18605 0.52288428 20.87916 0.08253 78.10407 28.57263 -0.00361266 29.00171 0.56215 0.64058
18610 0.51899536 20.87965 0.08253 78.10358 28.57250 -0.00361384 29.00165 0.56252 0.64060
18615 0.51503546 20.88041 0.08253 78.10284 28.57232 -0.00361479 29.00158 0.56262 0.64056
18620 0.51100989 20.88123 0.08253 78.10203 28.57219 -0.00361572 29.00152 0.56262 0.64047
18625 0.50689243 20.88228 0.08253 78.10099 28.57203 -0.00361709 29.00151 0.56250 0.64033
18630 0.50267813 20.88352 0.08253 78.09976 28.57185 -0.00361816 29.00150 0.56217 0.64019
18635 0.49840210 20.88491 0.08253 78.09839 28.57168 -0.00361915 29.00153 0.56204 0.63990
18640 0.49406732 20.88640 0.08253 78.09692 28.57149 -0.00362031 29.00157 0.56195 0.63964
18645 0.48967743 20.88812 0.08253 78.09521 28.57130 -0.00362138 29.00163 0.56188 0.63958
18650 0.48523599 20.88984 0.08253 78.09351 28.57117 -0.00362238 29.00171 0.56200 0.63952
18655 0.48074698 20.89153 0.08253 78.09185 28.57104 -0.00362331 29.00181 0.56194 0.63928
18660 0.47620438 20.89315 0.08253 78.09024 28.57095 -0.00362368 29.00193 0.56205 0.63921
18665 0.47158878 20.89469 0.08253 78.08872 28.57089 -0.00362422 29.00206 0.56198 0.63931
18670 0.46687827 20.89613 0.08253 78.08730 28.57088 -0.00362441 29.00221 0.56189 0.63920
18675 0.46207715 20.89744 0.08253 78.08601 28.57089 -0.00362424 29.00237 0.56177 0.63906
18680 0.45718509 20.89860 0.08253 78.08485 28.57093 -0.00362414 29.00256 0.56161 0.63909
18685 0.45219989 20.89980 0.08253 78.08367 28.57097 -0.00362409 29.00276 0.56146 0.63895
18690 0.44711887 20.90083 0.08253 78.08266 28.57103 -0.00362360 29.00298 0.56133 0.63867
18695 0.44190552 20.90171 0.08253 78.08179 28.57115 -0.00362313 29.00318 0.56124 0.63876
18700 0.43654321 20.90265 0.08253 78.08086 28.57128 -0.00362246 29.00339 0.56117 0.63888
18705 0.43101227 20.90347 0.08253 78.08005 28.57144 -0.00362160 29.00359 0.56113 0.63903
18710 0.42531195 20.90422 0.08253 78.07930 28.57160 -0.00362106 29.00381 0.56113 0.63939
18715 0.41944370 20.90494 0.08253 78.07859 28.57177 -0.00361989 29.00401 0.56099 0.63959
18720 0.41337888 20.90567 0.08253 78.07787 28.57195 -0.00361786 29.00420 0.56085 0.63945
18725 0.40707883 20.90625 0.08253 78.07730 28.57208 -0.00361617 29.00439 0.56089 0.63931
18730 0.40049612 20.90691 0.08253 78.07665 28.57224 -0.00361458 29.00457 0.56091 0.63915
18735 0.39361377 20.90765 0.08253 78.07592 28.57238 -0.00361284 29.00472 0.56073 0.63912
18740 0.38643408 20.90847 0.08253 78.07510 28.57251 -0.00361098 29.00485 0.56068 0.63907
18745 0.37897018 20.90919 0.08253 78.07439 28.57266 -0.00360901 29.00495 0.56078 0.63882
18750 0.37121634 20.91001 0.08253 78.07359 28.57276 -0.00360695 29.00504 0.56069 0.63856
18755 0.36313782 20.91088 0.08253 78.07272 28.57284 -0.00360507 29.00511 0.56061 0.63848
18760 0.35469196 20.91179 0.08253 78.07182 28.57292 -0.00360291 29.00517 0.56071 0.63841
18765 0.34588956 20.91270 0.08253 78.07092 28.57293 -0.00360074 29.00521 0.56065 0.63855
18770 0.33673291 20.91359 0.08253 78.07005 28.57295 -0.00359859 29.00523 0.56047 0.63856
18775 0.32722791 20.91441 0.08253 78.06924 28.57293 -0.00359649 29.00524 0.56069 0.63863
18780 0.31735147 20.91514 0.08253 78.06851 28.57289 -0.00359447 29.00525 0.56095 0.63871
18785 0.30707269 20.91575 0.08253 78.06791 28.57283 -0.00359181 29.00525 0.56120 0.63861
18790 0.29640167 20.91620 0.08253 78.06747 28.57273 -0.00358948 29.00525 0.56160 0.63863
18795 0.28534998 20.91628 0.08253 78.06738 28.57260 -0.00358799 29.00524 0.56177 0.63880
18800 0.27394305 20.91617 0.08253 78.06750 28.57247 -0.00358663 29.00525 0.56158 0.63895
18805 0.26217801 20.91601 0.08253 78.06766 28.57234 -0.00358494 29.00529 0.56139 0.63895
18810 0.25005336 20.91557 0.08253 78.06808 28.57220 -0.00358345 29.00533 0.56122 0.63913
18815 0.23760202 20.91487 0.08253 78.06878 28.57201 -0.00358263 29.00540 0.56125 0.63934
18820 0.22486238 20.91392 0.08253 78.06972 28.57185 -0.00358203 29.00550 0.56130 0.63938
18825 0.21187766 20.91272 0.08253 78.07090 28.57169 -0.00358142 29.00559 0.56116 0.63939
18830 0.19867592 20.91131 0.08253 78.07230 28.57153 -0.00358106 29.00574 0.56096 0.63934
18835 0.18524876 20.90971 0.08253 78.07388 28.57139 -0.00358071 29.00591 0.56087 0.63907
18840 0.17158861 20.90797 0.08253 78.07560 28.57126 -0.00358086 29.00612 0.56075 0.63860
18845 0.15773961 20.90611 0.08253 78.07743 28.57113 -0.00358178 29.00637 0.56081 0.63833
18850 0.14374544 20.90418 0.08253 78.07934 28.57103 -0.00358247 29.00664 0.56074 0.63829
18855 0.12965764 20.90224 0.08253 78.08127 28.57096 -0.00358345 29.00695 0.56072 0.63828
18860 0.11551713 20.90031 0.08253 78.08317 28.57092 -0.00358469 29.00727 0.56073 0.63831
18865 0.10137564 20.89826 0.08253 78.08520 28.57088 -0.00358615 29.00763 0.56061 0.63836
18870 0.08723224 20.89633 0.08253 78.08710 28.57089 -0.00358808 29.00803 0.56066 0.63858
18875 0.07312725 20.89473 0.08253 78.08868 28.57088 -0.00358996 29.00847 0.56089 0.63880
18880 0.05907816 20.89328 0.08253 78.09012 28.57090 -0.00359178 29.00890 0.56111 0.63902
18885 0.04511102 20.89219 0.08253 78.09119 28.57094 -0.00359372 29.00936 0.56114 0.63904
18890 0.03123823 20.89129 0.08253 78.09209 28.57100 -0.00359572 29.00980 0.56133 0.63904
18895 0.01751041 20.89062 0.08253 78.09275 28.57109 -0.00359797 29.01026 0.56148 0.63902
18900 0.00393458 20.89000 0.08253 78.09335 28.57118 -0.00360019 29.01070 0.56144 0.63897
18905 -0.00945250 20.88967 0.08253 78.09369 28.57127 -0.00360207 29.01114 0.56139 0.63876
18910 -0.02264611 20.88959 0.08253 78.09376 28.57137 -0.00360405 29.01152 0.56136 0.63874
18915 -0.03562043 20.88977 0.08253 78.09358 28.57150 -0.00360613 29.01183 0.56118 0.63874
18920 -0.04836043 20.89018 0.08253 78.09318 28.57162 -0.00360804 29.01205 0.56086 0.63878
18925 -0.06085247 20.89080 0.08253 78.09256 28.57171 -0.00361005 29.01218 0.56074 0.63883
18930 -0.07312586 20.89162 0.08253 78.09176 28.57179 -0.00361167 29.01223 0.56079 0.63887
18935 -0.08517206 20.89259 0.08253 78.09080 28.57187 -0.00361316 29.01218 0.56082 0.63888
18940 -0.09696509 20.89351 0.08253 78.08988 28.57193 -0.00361430 29.01201 0.56081 0.63869
18945 -0.10848242 20.89455 0.08253 78.08886 28.57197 -0.00361506 29.01170 0.56077 0.63828
18950 -0.11968229 20.89565 0.08253 78.08777 28.57198 -0.00361592 29.01123 0.56087 0.63821
18955 -0.13057376 20.89678 0.08253 78.08665 28.57198 -0.00361688 29.01057 0.56096 0.63831
18960 -0.14119643 20.89790 0.08253 78.08555 28.57196 -0.00361746 29.00972 0.56107 0.63824
18965 -0.15157126 20.89897 0.08253 78.08449 28.57192 -0.00361790 29.00867 0.56101 0.63836
18970 -0.16168001 20.89998 0.08253 78.08350 28.57184 -0.00361847 29.00740 0.56095 0.63829
18975 -0.17149481 20.90089 0.08253 78.08260 28.57174 -0.00361918 29.00589 0.56088 0.63823
18980 -0.18100739 20.90188 0.08253 78.08162 28.57168 -0.00361984 29.00412 0.56082 0.63836
18985 -0.19021634 20.90274 0.08253 78.08076 28.57159 -0.00362000 29.00211 0.56061 0.63851
18990 -0.19911864 20.90349 0.08253 78.08003 28.57149 -0.00362017 28.99990 0.56061 0.63852
18995 -0.20772940 20.90412 0.08253 78.07941 28.57140 -0.00362034 28.99743 0.56063 0.63853
19000 -0.21606313 20.90483 0.08253 78.07870 28.57135 -0.00362052 28.99477 0.56063 0.63834
19005 -0.22412524 20.90545 0.08253 78.07809 28.57133 -0.00362071 28.99189 0.56060 0.63830
19010 -0.23192380 20.90599 0.08270 78.07739 28.57131 -0.00362063 28.98882 0.56055 0.63825
19015 -0.23943889 20.90647 0.08288 78.07674 28.57132 -0.00362078 28.98560 0.56050 0.63821
19020 -0.24665219 20.90691 0.08309 78.07609 28.57140 -0.00362064 28.98221 0.56030 0.63802
19025 -0.25356776 20.90752 0.08335 78.07523 28.57152 -0.00362044 28.97869 0.55995 0.63801
19030 -0.26019022 20.90811 0.08368 78.07433 28.57169 -0.00362014 28.97507 0.55993 0.63798
19035 -0.26653558 20.90870 0.08409 78.07333 28.57187 -0.00362024 28.97138 0.56005 0.63791
19040 -0.27259863 20.90933 0.08461 78.07220 28.57210 -0.00362024 28.96764 0.55996 0.63799
19045 -0.27837494 20.90983 0.08525 78.07107 28.57236 -0.00362018 28.96389 0.56003 0.63788
19050 -0.28388010 20.91042 0.08604 78.06971 28.57265 -0.00361983 28.96013 0.55992 0.63796
19055 -0.28912988 20.91109 0.08698 78.06812 28.57296 -0.00361919 28.95640 0.55984 0.63806
19060 -0.29413092 20.91164 0.08809 78.06648 28.57329 -0.00361874 28.95268 0.55996 0.63819
19065 -0.29890073 20.91207 0.08938 78.06478 28.57365 -0.00361874 28.94900 0.56011 0.63836
19070 -0.30343622 20.91255 0.09087 78.06284 28.57405 -0.00361821 28.94538 0.56014 0.63841
19075 -0.30775717 20.91304 0.09255 78.06069 28.57445 -0.00361742 28.94181 0.56022 0.63851
19080 -0.31188452 20.91349 0.09460 78.05823 28.57483 -0.00361659 28.93831 0.56017 0.63844
19085 -0.31582990 20.91349 0.09685 78.05599 28.57524 -0.00361546 28.93489 0.56026 0.63850
19090 -0.31961789 20.91340 0.09933 78.05363 28.57565 -0.00361450 28.93156 0.56028 0.63851
19095 -0.32324329 20.91314 0.10205 78.05120 28.57610 -0.00361370 28.92828 0.56025 0.63848
19100 -0.32673306 20.91266 0.10517 78.04860 28.57657 -0.00361282 28.92503 0.56004 0.63846
19105 -0.33008447 20.91170 0.10854 78.04621 28.57705 -0.00361187 28.92181 0.56003 0.63863
19110 -0.33329468 20.91041 0.11219 78.04388 28.57755 -0.00361060 28.91861 0.56006 0.63883
19115 -0.33637015 20.90873 0.11630 78.04148 28.57806 -0.00360952 28.91544 0.56010 0.63887
19120 -0.33933456 20.90678 0.12072 78.03903 28.57861 -0.00360838 28.91225 0.56030 0.63870
19125 -0.34220886 20.90416 0.12565 78.03675 28.57922 -0.00360745 28.90904 0.56027 0.63849
19130 -0.34505325 20.90103 0.13097 78.03460 28.57986 -0.00360678 28.90574 0.56038 0.63842
19135 -0.34786526 20.89735 0.13703 78.03223 28.58052 -0.00360569 28.90240 0.56048 0.63836
19140 -0.35061252 20.89293 0.14357 78.03014 28.58125 -0.00360471 28.89896 0.56061 0.63817
19145 -0.35326996 20.88738 0.15083 78.02846 28.58204 -0.00360412 28.89541 0.56078 0.63800
19150 -0.35588022 20.88127 0.15904 78.02638 28.58287 -0.00360344 28.89175 0.56080 0.63801
19155 -0.35846286 20.87453 0.16797 78.02422 28.58380 -0.00360293 28.88797 0.56081 0.63800
19160 -0.36107889 20.86711 0.17791 78.02173 28.58475 -0.00360286 28.88405 0.56061 0.63796
19165 -0.36369757 20.85804 0.18878 78.01994 28.58580 -0.00360274 28.88004 0.56055 0.63807
19170 -0.36628018 20.84829 0.20121 78.01730 28.58695 -0.00360257 28.87594 0.56048 0.63818
19175 -0.36881885 20.83775 0.21483 78.01425 28.58816 -0.00360260 28.87176 0.56042 0.63830
19180 -0.37132446 20.82635 0.23012 78.01041 28.58952 -0.00360253 28.86751 0.56037 0.63843
19185 -0.37379736 20.81216 0.24690 78.00785 28.59102 -0.00360309 28.86318 0.56052 0.63858
19190 -0.37622559 20.79710 0.26564 78.00422 28.59268 -0.00360399 28.85879 0.56068 0.63858
19195 -0.37859576 20.78094 0.28617 77.99989 28.59452 -0.00360476 28.85435 0.56068 0.63840
19200 -0.38090436 20.76349 0.30914 77.99445 28.59657 -0.00360587 28.84988 0.56050 0.63840
19205 -0.38318774 20.74328 0.33420 77.98964 28.59884 -0.00360684 28.84542 0.56033 0.63858
19210 -0.38544260 20.72158 0.36201 77.98362 28.60140 -0.00360764 28.84097 0.56033 0.63875
19215 -0.38767883 20.69814 0.39221 77.97693 28.60424 -0.00360900 28.83658 0.56034 0.63877
19220 -0.38987531 20.67279 0.42546 77.96912 28.60742 -0.00360964 28.83224 0.56019 0.63914
19225 -0.39204608 20.64388 0.46140 77.96218 28.61103 -0.00361050 28.82798 0.56007 0.63919
19230 -0.39421674 20.61290 0.50065 77.95401 28.61505 -0.00361154 28.82384 0.56015 0.63910
19235 -0.39639517 20.57963 0.54285 77.94518 28.61949 -0.00361249 28.81985 0.56023 0.63935
19240 -0.39855072 20.54392 0.58859 77.93526 28.62443 -0.00361334 28.81603 0.56030 0.63959
19245 -0.40070486 20.50400 0.63748 77.92640 28.62993 -0.00361407 28.81234 0.56053 0.63981
19250 -0.40285797 20.46159 0.68993 77.91648 28.63600 -0.00361492 28.80886 0.56074 0.63984
19255 -0.40500845 20.41652 0.74566 77.90595 28.64262 -0.00361565 28.80556 0.56092 0.63985
19260 -0.40716287 20.36871 0.80502 77.89454 28.64986 -0.00361603 28.80250 0.56108 0.64000
19265 -0.40931528 20.31681 0.86751 77.88407 28.65773 -0.00361630 28.79968 0.56121 0.64013
19270 -0.41146667 20.26225 0.93357 77.87270 28.66623 -0.00361646 28.79709 0.56116 0.64008
19275 -0.41363632 20.20499 1.00282 77.86086 28.67536 -0.00361702 28.79478 0.56094 0.64004
19280 -0.41584079 20.14486 1.07531 77.84865 28.68509 -0.00361752 28.79277 0.56090 0.64000
19285 -0.41807547 20.08087 1.15073 77.83735 28.69546 -0.00361750 28.79104 0.56104 0.63995
19290 -0.42032611 20.01453 1.22926 77.82530 28.70646 -0.00361722 28.78963 0.56114 0.63987
19295 -0.42257816 19.94591 1.31038 77.81295 28.71803 -0.00361743 28.78850 0.56102 0.63991
19300 -0.42485623 19.87535 1.39403 77.80002 28.73013 -0.00361741 28.78769 0.56121 0.64011
19305 -0.42714432 19.80116 1.47982 77.78855 28.74272 -0.00361718 28.78720 0.56105 0.63996
19310 -0.42943784 19.72538 1.56765 77.77664 28.75575 -0.00361747 28.78704 0.56076 0.63970
19315 -0.43169958 19.64814 1.65709 77.76459 28.76919 -0.00361783 28.78723 0.56092 0.63970
19320 -0.43390054 19.56982 1.74799 77.75216 28.78300 -0.00361752 28.78776 0.56114 0.63993
19325 -0.43607309 19.48950 1.83990 77.74071 28.79705 -0.00361775 28.78865 0.56141 0.64019
19330 -0.43819467 19.40844 1.93266 77.72915 28.81134 -0.00361829 28.78990 0.56150 0.64028
19335 -0.44026208 19.32685 2.02562 77.71790 28.82582 -0.00361840 28.79149 0.56158 0.64036
19340 -0.44226306 19.24535 2.11880 77.70637 28.84037 -0.00361881 28.79342 0.56183 0.64061
19345 -0.44416367 19.16303 2.21171 77.69590 28.85493 -0.00361926 28.79567 0.56208 0.64051
19350 -0.44596115 19.08099 2.30421 77.68557 28.86947 -0.00361949 28.79825 0.56214 0.64056
19355 -0.44764359 18.99945 2.39567 77.67577 28.88391 -0.00361971 28.80116 0.56216 0.64074
19360 -0.44921158 18.91882 2.48616 77.66602 28.89822 -0.00362037 28.80438 0.56214 0.64089
19365 -0.45066833 18.83838 2.57524 77.65748 28.91229 -0.00362122 28.80791 0.56211 0.64104
19370 -0.45202112 18.75917 2.66270 77.64933 28.92612 -0.00362176 28.81171 0.56209 0.64102
19375 -0.45326117 18.68133 2.74832 77.64164 28.93967 -0.00362175 28.81577 0.56263 0.64120
19380 -0.45438342 18.60444 2.83194 77.63499 28.95288 -0.00362141 28.82007 0.56263 0.64139
19385 -0.45539548 18.52921 2.91341 77.62882 28.96574 -0.00362143 28.82460 0.56263 0.64138
19390 -0.45633731 18.45572 2.99244 77.62334 28.97823 -0.00362183 28.82932 0.56242 0.64133
19395 -0.45721054 18.38400 3.06913 77.61844 28.99028 -0.00362189 28.83423 0.56234 0.64142
19400 -0.45802176 18.31467 3.14324 77.61372 29.00191 -0.00362164 28.83932 0.56241 0.64149
19405 -0.45875891 18.24662 3.21457 77.61047 29.01313 -0.00362111 28.84454 0.56247 0.64121
19410 -0.45945120 18.18050 3.28360 77.60760 29.02393 -0.00362078 28.84986 0.56238 0.64112
19415 -0.46012506 18.11632 3.35001 77.60540 29.03433 -0.00362015 28.85528 0.56230 0.64124
19420 -0.46079642 18.05500 3.41400 77.60276 29.04430 -0.00361948 28.86076 0.56245 0.64122
19425 -0.46148175 17.99478 3.47514 77.60184 29.05385 -0.00361951 28.86629 0.56231 0.64127
19430 -0.46217496 17.93651 3.53399 77.60127 29.06302 -0.00361930 28.87185 0.56271 0.64154
19435 -0.46290070 17.88011 3.59030 77.60136 29.07180 -0.00361890 28.87740 0.56303 0.64184
19440 -0.46368173 17.82703 3.64463 77.60014 29.08022 -0.00361831 28.88293 0.56332 0.64260
19445 -0.46453992 17.77559 3.69659 77.59961 29.08828 -0.00361778 28.88843 0.56339 0.64284
19450 -0.46545441 17.72583 3.74662 77.59934 29.09601 -0.00361729 28.89387 0.56358 0.64285
19455 -0.46643292 17.67773 3.79434 77.59972 29.10348 -0.00361683 28.89926 0.56373 0.64299
19460 -0.46746915 17.63219 3.84033 77.59928 29.11066 -0.00361663 28.90456 0.56366 0.64310
19465 -0.46860410 17.58814 3.88419 77.59947 29.11753 -0.00361668 28.90976 0.56356 0.64317
19470 -0.46984448 17.54555 3.92665 77.59959 29.12411 -0.00361651 28.91483 0.56362 0.64324
19475 -0.47118726 17.50438 3.96713 77.60027 29.13044 -0.00361686 28.91980 0.56370 0.64315
19480 -0.47259650 17.46585 4.00621 77.59972 29.13654 -0.00361727 28.92468 0.56347 0.64327
19485 -0.47403458 17.42849 4.04345 77.59985 29.14240 -0.00361753 28.92944 0.56345 0.64325
19490 -0.47549121 17.39229 4.07938 77.60011 29.14801 -0.00361765 28.93406 0.56364 0.64344
19495 -0.47699411 17.35721 4.11356 77.60101 29.15337 -0.00361789 28.93851 0.56368 0.64347
19500 -0.47854855 17.32469 4.14666 77.60043 29.15852 -0.00361824 28.94285 0.56372 0.64334
19505 -0.48016080 17.29308 4.17823 77.60047 29.16339 -0.00361870 28.94709 0.56392 0.64338
19510 -0.48180872 17.26241 4.20862 77.60075 29.16804 -0.00361901 28.95122 0.56412 0.64357
19515 -0.48346344 17.23268 4.23754 77.60155 29.17247 -0.00361939 28.95522 0.56430 0.64375
19520 -0.48510852 17.20480 4.26535 77.60162 29.17667 -0.00361980 28.95909 0.56465 0.64394
19525 -0.48673935 17.17772 4.29175 77.60229 29.18064 -0.00362045 28.96283 0.56485 0.64414
19530 -0.48835159 17.15147 4.31707 77.60320 29.18442 -0.00362083 28.96643 0.56492 0.64438
19535 -0.48993173 17.12602 4.34120 77.60452 29.18802 -0.00362115 28.96991 0.56519 0.64465
19540 -0.49147644 17.10244 4.36432 77.60497 29.19143 -0.00362162 28.97328 0.56546 0.64509
19545 -0.49300333 17.07951 4.38614 77.60606 29.19462 -0.00362223 28.97652 0.56570 0.64532
19550 -0.49453101 17.05724 4.40700 77.60746 29.19767 -0.00362226 28.97968 0.56588 0.64532
19555 -0.49606198 17.03563 4.42678 77.60927 29.20055 -0.00362243 28.98272 0.56583 0.64544
19560 -0.49757028 17.01615 4.44583 77.60970 29.20333 -0.00362275 28.98565 0.56593 0.64572
19565 -0.49903094 16.99719 4.46386 77.61061 29.20602 -0.00362275 28.98847 0.56586 0.64582
19570 -0.50045023 16.97883 4.48109 77.61173 29.20864 -0.00362269 28.99116 0.56596 0.64610
19575 -0.50187473 16.96108 4.49740 77.61316 29.21113 -0.00362282 28.99374 0.56588 0.64619
19580 -0.50331949 16.94488 4.51301 77.61373 29.21354 -0.00362293 28.99619 0.56562 0.64594
19585 -0.50479013 16.92923 4.52781 77.61457 29.21588 -0.00362304 28.99852 0.56557 0.64606
19590 -0.50626166 16.91416 4.54200 77.61544 29.21811 -0.00362319 29.00076 0.56574 0.64640
19595 -0.50771753 16.89967 4.55548 77.61645 29.22026 -0.00362317 29.00288 0.56594 0.64660
19600 -0.50915952 16.88649 4.56844 77.61666 29.22236 -0.00362350 29.00489 0.56616 0.64681
19605 -0.51060574 16.87380 4.58077 77.61701 29.22436 -0.00362393 29.00679 0.56637 0.64702
19610 -0.51201953 16.86162 4.59265 77.61731 29.22624 -0.00362450 29.00858 0.56658 0.64761
19615 -0.51339062 16.84993 4.60397 77.61768 29.22800 -0.00362470 29.01027 0.56679 0.64800
19620 -0.51472601 16.83928 4.61490 77.61741 29.22967 -0.00362475 29.01183 0.56718 0.64819
19625 -0.51605078 16.82903 4.62530 77.61726 29.23123 -0.00362484 29.01327 0.56737 0.64835
19630 -0.51738043 16.81918 4.63552 77.61689 29.23264 -0.00362541 29.01461 0.56735 0.64866
19635 -0.51870172 16.81029 4.64524 77.61607 29.23393 -0.00362594 29.01587 0.56774 0.64893
19640 -0.51994281 16.80172 4.65466 77.61523 29.23508 -0.00362641 29.01703 0.56780 0.64883
19645 -0.52106287 16.79347 4.66362 77.61452 29.23611 -0.00362655 29.01810 0.56802 0.64870
19650 -0.52208319 16.78553 4.67230 77.61379 29.23705 -0.00362685 29.01910 0.56805 0.64891
19655 -0.52302563 16.77767 4.68072 77.61324 29.23789 -0.00362705 29.02001 0.56774 0.64895
19660 -0.52388556 16.77060 4.68890 77.61214 29.23864 -0.00362765 29.02088 0.56783 0.64903
19665 -0.52459723 16.76366 4.69668 77.61131 29.23932 -0.00362768 29.02169 0.56815 0.64898
19670 -0.52509424 16.75683 4.70425 77.61058 29.23993 -0.00362766 29.02244 0.56834 0.64899
19675 -0.52541785 16.74989 4.71161 77.61016 29.24051 -0.00362759 29.02314 0.56855 0.64920
19680 -0.52560565 16.74375 4.71879 77.60915 29.24105 -0.00362697 29.02377 0.56875 0.64940
19685 -0.52569873 16.73755 4.72579 77.60835 29.24159 -0.00362677 29.02438 0.56893 0.64959
19690 -0.52566925 16.73130 4.73263 77.60777 29.24213 -0.00362650 29.02497 0.56926 0.64957
19695 -0.52548468 16.72517 4.73917 77.60736 29.24267 -0.00362616 29.02556 0.56955 0.64952
19700 -0.52514667 16.71895 4.74557 77.60718 29.24325 -0.00362552 29.02614 0.56966 0.64945
19705 -0.52469244 16.71264 4.75184 77.60723 29.24383 -0.00362504 29.02670 0.56977 0.64939
19710 -0.52413300 16.70619 4.75797 77.60754 29.24440 -0.00362473 29.02724 0.57010 0.64939
19715 -0.52344183 16.69997 4.76398 77.60774 29.24501 -0.00362409 29.02779 0.57049 0.64944
19720 -0.52259442 16.69356 4.76987 77.60826 29.24565 -0.00362363 29.02835 0.57057 0.64952
19725 -0.52157184 16.68696 4.77547 77.60925 29.24636 -0.00362285 29.02894 0.57066 0.64978
19730 -0.52043311 16.68017 4.78094 77.61056 29.24705 -0.00362177 29.02953 0.57107 0.65002
19735 -0.51925592 16.67339 4.78626 77.61199 29.24771 -0.00362036 29.03010 0.57132 0.65028
19740 -0.51806982 16.66641 4.79160 77.61361 29.24839 -0.00361909 29.03069 0.57158 0.65019
19745 -0.51687793 16.65927 4.79679 77.61555 29.24910 -0.00361772 29.03129 0.57165 0.65024
19750 -0.51566748 16.65197 4.80184 77.61776 29.24982 -0.00361625 29.03191 0.57168 0.65042
19755 -0.51438550 16.64454 4.80660 77.62040 29.25050 -0.00361492 29.03254 0.57182 0.65055
19760 -0.51300574 16.63701 4.81123 77.62327 29.25117 -0.00361377 29.03315 0.57191 0.65063
19765 -0.51156729 16.62940 4.81574 77.62634 29.25185 -0.00361283 29.03374 0.57195 0.65067
19770 -0.51010223 16.62173 4.82012 77.62959 29.25248 -0.00361168 29.03430 0.57179 0.65087
19775 -0.50867157 16.61440 4.82440 77.63261 29.25310 -0.00361062 29.03484 0.57164 0.65090
19780 -0.50728485 16.60705 4.82857 77.63574 29.25370 -0.00360969 29.03541 0.57151 0.65096
19785 -0.50594394 16.59974 4.83266 77.63892 29.25426 -0.00360894 29.03596 0.57145 0.65108
19790 -0.50464307 16.59251 4.83668 77.64209 29.25478 -0.00360815 29.03652 0.57144 0.65124
19795 -0.50336893 16.58562 4.84064 77.64500 29.25523 -0.00360759 29.03700 0.57144 0.65140
19800 -0.50207718 16.57888 4.84456 77.64777 29.25571 -0.00360703 29.03746 0.57138 0.65152
19805 -0.50074146 16.57237 4.84846 77.65036 29.25613 -0.00360670 29.03787 0.57145 0.65159
19810 -0.49936023 16.56612 4.85234 77.65270 29.25652 -0.00360658 29.03824 0.57150 0.65164
19815 -0.49799936 16.56034 4.85606 77.65473 29.25689 -0.00360667 29.03857 0.57155 0.65188
19820 -0.49670340 16.55488 4.85978 77.65646 29.25724 -0.00360691 29.03887 0.57129 0.65178
19825 -0.49545856 16.54975 4.86349 77.65786 29.25754 -0.00360728 29.03913 0.57123 0.65172
19830 -0.49422345 16.54498 4.86719 77.65891 29.25785 -0.00360798 29.03934 0.57135 0.65166
19835 -0.49296661 16.54040 4.87088 77.65980 29.25817 -0.00360874 29.03954 0.57143 0.65175
19840 -0.49171664 16.53619 4.87455 77.66032 29.25844 -0.00360902 29.03968 0.57149 0.65181
19845 -0.49052429 16.53234 4.87820 77.66052 29.25873 -0.00360953 29.03979 0.57157 0.65171
19850 -0.48937070 16.52881 4.88199 77.66028 29.25905 -0.00361023 29.03987 0.57184 0.65180
19855 -0.48821921 16.52537 4.88575 77.65996 29.25934 -0.00361085 29.03992 0.57193 0.65207
19860 -0.48704321 16.52217 4.88950 77.65941 29.25966 -0.00361112 29.03994 0.57201 0.65233
19865 -0.48587656 16.51917 4.89325 77.65867 29.26002 -0.00361150 29.03993 0.57211 0.65273
