Time Flow_BTPS O2 CO2 N2 MMss SampleFlow MMms DelayO2 DelayMMss
5215 -0.39499576 20.79278 0.26630 78.00784 28.58599 -0.00359816 28.88660 0.56086 0.63910
5220 -0.39799991 20.77006 0.29600 78.00093 28.58846 -0.00359740 28.88200 0.56085 0.63927
5225 -0.40101489 20.74392 0.32873 77.99442 28.59135 -0.00359661 28.87743 0.56119 0.63944
5230 -0.40401639 20.71589 0.36500 77.98627 28.59472 -0.00359579 28.87289 0.56137 0.63961
5235 -0.40694299 20.68581 0.40468 77.97678 28.59855 -0.00359539 28.86844 0.56137 0.63962
5240 -0.40974301 20.65191 0.44841 77.96708 28.60287 -0.00359537 28.86409 0.56139 0.63964
5245 -0.41242236 20.61590 0.49582 77.95581 28.60781 -0.00359549 28.85982 0.56141 0.63967
5250 -0.41502426 20.57759 0.54704 77.94305 28.61331 -0.00359546 28.85571 0.56162 0.63971
5255 -0.41757129 20.53688 0.60243 77.92854 28.61943 -0.00359577 28.85173 0.56166 0.63974
5260 -0.42006726 20.49222 0.66172 77.91409 28.62622 -0.00359614 28.84795 0.56152 0.63994
5265 -0.42247842 20.44519 0.72520 77.89783 28.63363 -0.00359655 28.84437 0.56136 0.63994
5270 -0.42477237 20.39570 0.79251 77.88023 28.64175 -0.00359673 28.84101 0.56136 0.63994
5275 -0.42694690 20.34371 0.86388 77.86108 28.65055 -0.00359691 28.83791 0.56134 0.64009
5280 -0.42902930 20.28927 0.93885 77.84078 28.66004 -0.00359729 28.83504 0.56147 0.63987
5285 -0.43102579 20.23061 1.01760 77.82094 28.67024 -0.00359763 28.83244 0.56141 0.63980
5290 -0.43294528 20.16984 1.09959 77.79996 28.68120 -0.00359792 28.83015 0.56134 0.63973
5295 -0.43473694 20.10696 1.18477 77.77793 28.69282 -0.00359841 28.82815 0.56127 0.63966
5300 -0.43639001 20.04110 1.27285 77.75597 28.70516 -0.00359862 28.82652 0.56138 0.63960
5305 -0.43790280 19.97335 1.36341 77.73343 28.71817 -0.00359906 28.82523 0.56149 0.63955
5310 -0.43932254 19.90378 1.45628 77.71041 28.73183 -0.00359952 28.82434 0.56162 0.63953
5315 -0.44066663 19.83251 1.55095 77.68728 28.74608 -0.00359976 28.82380 0.56163 0.63973
5320 -0.44192514 19.75877 1.64725 77.66500 28.76086 -0.00360004 28.82363 0.56169 0.63997
5325 -0.44307034 19.68373 1.74463 77.64291 28.77610 -0.00360062 28.82387 0.56179 0.64024
5330 -0.44407376 19.60756 1.84272 77.62125 28.79176 -0.00360102 28.82451 0.56190 0.64051
5335 -0.44495691 19.53061 1.94130 77.59988 28.80779 -0.00360124 28.82558 0.56198 0.64075
5340 -0.44572958 19.45197 2.03984 77.58022 28.82410 -0.00360200 28.82705 0.56220 0.64097
5345 -0.44638828 19.37289 2.13812 77.56124 28.84058 -0.00360231 28.82893 0.56222 0.64115
5350 -0.44690970 19.29356 2.23546 77.54344 28.85713 -0.00360266 28.83119 0.56223 0.64116
5355 -0.44731116 19.21417 2.33186 77.52663 28.87367 -0.00360325 28.83385 0.56240 0.64133
5360 -0.44759906 19.13403 2.42682 77.51199 28.89015 -0.00360383 28.83689 0.56223 0.64150
5365 -0.44779211 19.05434 2.52024 77.49842 28.90642 -0.00360463 28.84033 0.56223 0.64133
5370 -0.44786954 18.97527 2.61152 77.48636 28.92240 -0.00360568 28.84409 0.56223 0.64116
5375 -0.44783377 18.89698 2.70077 77.47552 28.93802 -0.00360676 28.84819 0.56223 0.64117
5380 -0.44765778 18.82001 2.78766 77.46572 28.95329 -0.00360740 28.85257 0.56225 0.64119
5385 -0.44734729 18.74323 2.87186 77.45839 28.96812 -0.00360811 28.85722 0.56229 0.64140
5390 -0.44694879 18.66784 2.95359 77.45213 28.98248 -0.00360887 28.86214 0.56260 0.64164
5395 -0.44645789 18.59393 3.03248 77.44721 28.99629 -0.00360969 28.86729 0.56285 0.64172
5400 -0.44588101 18.52142 3.10864 77.44360 29.00956 -0.00361055 28.87263 0.56309 0.64197
5405 -0.44519308 18.45061 3.18160 77.44148 29.02224 -0.00361171 28.87813 0.56331 0.64220
5410 -0.44439737 18.38154 3.25184 77.44032 29.03436 -0.00361291 28.88377 0.56349 0.64224
5415 -0.44350513 18.31503 3.31925 77.43943 29.04594 -0.00361393 28.88953 0.56363 0.64224
5420 -0.44253784 18.25029 3.38405 77.43936 29.05694 -0.00361499 28.89537 0.56373 0.64237
5425 -0.44152939 18.18742 3.44634 77.43995 29.06741 -0.00361634 28.90127 0.56361 0.64252
5430 -0.44045425 18.12643 3.50590 77.44136 29.07737 -0.00361748 28.90720 0.56368 0.64259
5435 -0.43931100 18.06848 3.56318 77.44202 29.08684 -0.00361888 28.91314 0.56376 0.64285
5440 -0.43810782 18.01217 3.61782 77.44366 29.09580 -0.00362005 28.91904 0.56349 0.64310
5445 -0.43686298 17.95777 3.67061 77.44527 29.10430 -0.00362099 28.92489 0.56321 0.64317
5450 -0.43560568 17.90527 3.72100 77.44734 29.11234 -0.00362215 28.93069 0.56309 0.64305
5455 -0.43433429 17.85465 3.76961 77.44933 29.11998 -0.00362355 28.93640 0.56298 0.64295
5460 -0.43305844 17.80680 3.81608 77.45070 29.12716 -0.00362494 28.94202 0.56307 0.64303
5465 -0.43180972 17.76067 3.86047 77.45242 29.13392 -0.00362609 28.94751 0.56316 0.64312
5470 -0.43059042 17.71625 3.90352 77.45377 29.14035 -0.00362700 28.95290 0.56307 0.64304
5475 -0.42938300 17.67351 3.94447 77.45554 29.14639 -0.00362787 28.95818 0.56318 0.64281
5480 -0.42817926 17.63354 3.98403 77.45594 29.15211 -0.00362893 28.96333 0.56333 0.64278
5485 -0.42698975 17.59508 4.02191 77.45651 29.15745 -0.00363016 28.96836 0.56334 0.64296
5490 -0.42585458 17.55814 4.05848 77.45688 29.16254 -0.00363107 28.97323 0.56336 0.64316
5495 -0.42479443 17.52402 4.09329 77.45620 29.16733 -0.00363162 28.97795 0.56355 0.64317
5500 -0.42380978 17.49127 4.12685 77.45539 29.17182 -0.00363204 28.98253 0.56372 0.64317
5505 -0.42288925 17.45995 4.15918 77.45441 29.17610 -0.00363277 28.98696 0.56388 0.64334
5510 -0.42205847 17.43002 4.18999 77.45354 29.18014 -0.00363307 28.99126 0.56407 0.64353
5515 -0.42132104 17.40277 4.21962 77.45118 29.18395 -0.00363292 28.99539 0.56447 0.64376
5520 -0.42069040 17.37675 4.24777 77.44907 29.18765 -0.00363253 28.99939 0.56489 0.64383
5525 -0.42019061 17.35196 4.27479 77.44688 29.19118 -0.00363212 29.00324 0.56512 0.64407
5530 -0.41981442 17.32837 4.30034 77.44492 29.19455 -0.00363143 29.00696 0.56518 0.64429
5535 -0.41953363 17.30594 4.32494 77.44279 29.19781 -0.00363072 29.01052 0.56524 0.64436
5540 -0.41933762 17.28626 4.34812 77.43932 29.20096 -0.00362949 29.01397 0.56548 0.64460
5545 -0.41924503 17.26746 4.37021 77.43607 29.20399 -0.00362803 29.01729 0.56573 0.64485
5550 -0.41930450 17.24957 4.39108 77.43313 29.20697 -0.00362585 29.02049 0.56580 0.64508
5555 -0.41951700 17.23371 4.41075 77.42937 29.20983 -0.00362395 29.02356 0.56566 0.64528
5560 -0.41985394 17.21863 4.42940 77.42584 29.21260 -0.00362209 29.02649 0.56567 0.64547
5565 -0.42023453 17.20435 4.44692 77.42265 29.21524 -0.00362011 29.02927 0.56585 0.64564
5570 -0.42065555 17.19085 4.46349 77.41961 29.21776 -0.00361780 29.03193 0.56602 0.64581
5575 -0.42114969 17.17881 4.47901 77.41617 29.22016 -0.00361547 29.03449 0.56602 0.64616
5580 -0.42176736 17.16738 4.49367 77.41297 29.22247 -0.00361318 29.03694 0.56601 0.64650
5585 -0.42253006 17.15650 4.50754 77.41003 29.22464 -0.00361147 29.03928 0.56617 0.64665
5590 -0.42338919 17.14612 4.52050 77.40748 29.22664 -0.00360994 29.04151 0.56630 0.64678
5595 -0.42429739 17.13708 4.53277 77.40428 29.22848 -0.00360792 29.04364 0.56640 0.64671
5600 -0.42523935 17.12813 4.54423 77.40180 29.23016 -0.00360669 29.04564 0.56631 0.64680
5605 -0.42623788 17.11943 4.55511 77.39964 29.23168 -0.00360579 29.04756 0.56639 0.64689
5610 -0.42730609 17.11094 4.56529 77.39798 29.23306 -0.00360503 29.04938 0.56648 0.64697
5615 -0.42842834 17.10333 4.57496 77.39594 29.23427 -0.00360467 29.05109 0.56639 0.64706
5620 -0.42955862 17.09573 4.58401 77.39451 29.23537 -0.00360446 29.05273 0.56646 0.64714
5625 -0.43068195 17.08813 4.59279 77.39333 29.23632 -0.00360463 29.05429 0.56656 0.64723
5630 -0.43178149 17.08050 4.60102 77.39275 29.23716 -0.00360514 29.05578 0.56670 0.64737
5635 -0.43290207 17.07279 4.60874 77.39274 29.23790 -0.00360622 29.05720 0.56688 0.64752
5640 -0.43403668 17.06591 4.61612 77.39224 29.23853 -0.00360735 29.05854 0.56704 0.64766
5645 -0.43515906 17.05882 4.62304 77.39241 29.23907 -0.00360872 29.05980 0.56717 0.64760
5650 -0.43629431 17.05157 4.62968 77.39301 29.23954 -0.00361053 29.06101 0.56759 0.64790
5655 -0.43743619 17.04495 4.63607 77.39324 29.23999 -0.00361248 29.06214 0.56790 0.64821
5660 -0.43860043 17.03818 4.64223 77.39385 29.24043 -0.00361429 29.06322 0.56803 0.64834
5665 -0.43976413 17.03133 4.64818 77.39473 29.24085 -0.00361612 29.06424 0.56815 0.64830
5670 -0.44087396 17.02485 4.65380 77.39558 29.24125 -0.00361790 29.06520 0.56811 0.64843
5675 -0.44192758 17.01838 4.65927 77.39658 29.24169 -0.00362007 29.06610 0.56827 0.64876
5680 -0.44295108 17.01197 4.66460 77.39764 29.24216 -0.00362209 29.06696 0.56844 0.64909
5685 -0.44399261 17.00568 4.66998 77.39854 29.24265 -0.00362343 29.06774 0.56858 0.64907
5690 -0.44504367 16.99952 4.67528 77.39939 29.24316 -0.00362429 29.06848 0.56872 0.64921
5695 -0.44606885 16.99352 4.68053 77.40013 29.24370 -0.00362509 29.06917 0.56889 0.64937
5700 -0.44705371 16.98769 4.68560 77.40088 29.24431 -0.00362579 29.06981 0.56909 0.64957
5705 -0.44797116 16.98203 4.69069 77.40144 29.24496 -0.00362613 29.07038 0.56929 0.64959
5710 -0.44879965 16.97635 4.69580 77.40201 29.24566 -0.00362584 29.07093 0.56926 0.64957
5715 -0.44956384 16.97101 4.70097 77.40218 29.24643 -0.00362492 29.07142 0.56938 0.64952
5720 -0.45027448 16.96580 4.70620 77.40215 29.24722 -0.00362460 29.07188 0.56950 0.64946
5725 -0.45095810 16.96069 4.71135 77.40211 29.24804 -0.00362393 29.07229 0.56946 0.64959
5730 -0.45160074 16.95547 4.71658 77.40210 29.24888 -0.00362249 29.07265 0.56975 0.64971
5735 -0.45214935 16.95070 4.72190 77.40157 29.24970 -0.00362057 29.07299 0.57002 0.64980
5740 -0.45255121 16.94592 4.72729 77.40096 29.25053 -0.00361868 29.07325 0.57007 0.64968
5745 -0.45283441 16.94115 4.73276 77.40027 29.25135 -0.00361711 29.07349 0.56994 0.64973
5750 -0.45305762 16.93654 4.73831 77.39935 29.25214 -0.00361546 29.07369 0.57002 0.64965
5755 -0.45325317 16.93188 4.74391 77.39841 29.25291 -0.00361331 29.07387 0.57032 0.64977
5760 -0.45337872 16.92717 4.74956 77.39749 29.25366 -0.00361095 29.07404 0.57063 0.64991
5765 -0.45335587 16.92239 4.75524 77.39658 29.25438 -0.00360891 29.07419 0.57060 0.64988
5770 -0.45315796 16.91774 4.76096 77.39554 29.25507 -0.00360723 29.07432 0.57078 0.64989
5775 -0.45281845 16.91299 4.76667 77.39458 29.25574 -0.00360570 29.07442 0.57100 0.64995
5780 -0.45236963 16.90816 4.77238 77.39372 29.25640 -0.00360414 29.07452 0.57124 0.65001
5785 -0.45180252 16.90325 4.77821 77.39281 29.25704 -0.00360229 29.07462 0.57130 0.65023
5790 -0.45113010 16.89826 4.78384 77.39217 29.25769 -0.00360065 29.07472 0.57131 0.65040
5795 -0.45034543 16.89338 4.78941 77.39149 29.25836 -0.00359967 29.07483 0.57127 0.65054
5800 -0.44946216 16.88844 4.79491 77.39095 29.25905 -0.00359886 29.07493 0.57122 0.65067
5805 -0.44847501 16.88344 4.80032 77.39054 29.25972 -0.00359847 29.07502 0.57135 0.65062
5810 -0.44739963 16.87822 4.80563 77.39045 29.26043 -0.00359776 29.07510 0.57147 0.65038
5815 -0.44623392 16.87302 4.81083 77.39045 29.26116 -0.00359720 29.07519 0.57156 0.65029
5820 -0.44502966 16.86781 4.81593 77.39056 29.26194 -0.00359701 29.07531 0.57144 0.65035
5825 -0.44378979 16.86261 4.82091 77.39076 29.26274 -0.00359717 29.07545 0.57150 0.65042
5830 -0.44251910 16.85743 4.82579 77.39107 29.26355 -0.00359719 29.07560 0.57142 0.65069
5835 -0.44121344 16.85227 4.83057 77.39145 29.26438 -0.00359733 29.07574 0.57155 0.65100
5840 -0.43986655 16.84712 4.83525 77.39191 29.26521 -0.00359707 29.07589 0.57171 0.65116
5845 -0.43852322 16.84201 4.83984 77.39243 29.26604 -0.00359711 29.07605 0.57169 0.65131
5850 -0.43722733 16.83673 4.84435 77.39318 29.26687 -0.00359742 29.07622 0.57167 0.65146
5855 -0.43598288 16.83168 4.84879 77.39379 29.26768 -0.00359776 29.07641 0.57162 0.65158
5860 -0.43477463 16.82663 4.85316 77.39445 29.26849 -0.00359786 29.07661 0.57156 0.65153
5865 -0.43356552 16.82159 4.85749 77.39516 29.26927 -0.00359795 29.07681 0.57169 0.65166
5870 -0.43237573 16.81673 4.86177 77.39574 29.27003 -0.00359801 29.07702 0.57184 0.65198
5875 -0.43124109 16.81186 4.86617 77.39620 29.27078 -0.00359826 29.07721 0.57201 0.65215
5880 -0.43018329 16.80698 4.87039 77.39685 29.27153 -0.00359845 29.07740 0.57220 0.65270
5885 -0.42922314 16.80209 4.87460 77.39752 29.27226 -0.00359857 29.07756 0.57222 0.65288
5890 -0.42834991 16.79701 4.87880 77.39838 29.27303 -0.00359862 29.07772 0.57205 0.65305
5895 -0.42758377 16.79193 4.88300 77.39925 29.27380 -0.00359886 29.07789 0.57205 0.65304
5900 -0.42694446 16.78683 4.88722 77.40012 29.27463 -0.00359881 29.07806 0.57221 0.65300
5905 -0.42642267 16.78168 4.89146 77.40102 29.27548 -0.00359872 29.07820 0.57261 0.65310
5910 -0.42596768 16.77646 4.89574 77.40196 29.27637 -0.00359861 29.07835 0.57284 0.65316
5915 -0.42554739 16.77115 4.90005 77.40295 29.27728 -0.00359846 29.07848 0.57286 0.65318
5920 -0.42512527 16.76575 4.90441 77.40398 29.27826 -0.00359879 29.07859 0.57286 0.65318
5925 -0.42475156 16.76005 4.90882 77.40525 29.27930 -0.00359888 29.07869 0.57286 0.65319
5930 -0.42441156 16.75424 4.91329 77.40657 29.28038 -0.00359850 29.07877 0.57287 0.65302
5935 -0.42408954 16.74831 4.91782 77.40796 29.28150 -0.00359814 29.07882 0.57272 0.65286
5940 -0.42375790 16.74224 4.92224 77.40958 29.28265 -0.00359828 29.07888 0.57277 0.65291
5945 -0.42342920 16.73584 4.92670 77.41150 29.28380 -0.00359845 29.07894 0.57301 0.65281
5950 -0.42309732 16.72950 4.93119 77.41333 29.28494 -0.00359842 29.07900 0.57311 0.65291
5955 -0.42274939 16.72300 4.93568 77.41531 29.28605 -0.00359819 29.07905 0.57326 0.65306
5960 -0.42236572 16.71636 4.94017 77.41745 29.28716 -0.00359800 29.07908 0.57364 0.65309
5965 -0.42196063 16.70977 4.94463 77.41956 29.28822 -0.00359782 29.07910 0.57387 0.65314
5970 -0.42153134 16.70305 4.94921 77.42166 29.28921 -0.00359813 29.07912 0.57407 0.65333
5975 -0.42107617 16.69625 4.95375 77.42390 29.29012 -0.00359769 29.07915 0.57403 0.65364
5980 -0.42054520 16.68940 4.95824 77.42623 29.29091 -0.00359720 29.07919 0.57393 0.65355
5985 -0.41991861 16.68252 4.96270 77.42863 29.29164 -0.00359711 29.07924 0.57400 0.65343
5990 -0.41923709 16.67564 4.96712 77.43105 29.29230 -0.00359716 29.07929 0.57406 0.65350
5995 -0.41854279 16.66880 4.97151 77.43346 29.29288 -0.00359661 29.07938 0.57412 0.65356
6000 -0.41782037 16.66201 4.97588 77.43586 29.29335 -0.00359568 29.07949 0.57420 0.65364
6005 -0.41701495 16.65529 4.98024 77.43819 29.29377 -0.00359508 29.07965 0.57429 0.65373
6010 -0.41610944 16.64865 4.98459 77.44046 29.29413 -0.00359480 29.07980 0.57420 0.65381
6015 -0.41514377 16.64210 4.98894 77.44263 29.29447 -0.00359416 29.07995 0.57408 0.65404
6020 -0.41418939 16.63565 4.99331 77.44469 29.29476 -0.00359319 29.08011 0.57409 0.65405
6025 -0.41326056 16.62913 4.99768 77.44681 29.29499 -0.00359190 29.08028 0.57389 0.65403
6030 -0.41232602 16.62273 5.00209 77.44878 29.29522 -0.00359055 29.08049 0.57383 0.65397
6035 -0.41135742 16.61644 5.00652 77.45062 29.29545 -0.00358938 29.08070 0.57375 0.65390
6040 -0.41035617 16.61025 5.01081 77.45250 29.29570 -0.00358841 29.08093 0.57351 0.65384
6045 -0.40934103 16.60396 5.01511 77.45446 29.29596 -0.00358719 29.08114 0.57334 0.65367
6050 -0.40834991 16.59775 5.01941 77.45634 29.29624 -0.00358598 29.08135 0.57342 0.65374
6055 -0.40738858 16.59159 5.02370 77.45820 29.29652 -0.00358479 29.08157 0.57369 0.65365
6060 -0.40646265 16.58545 5.02796 77.46004 29.29684 -0.00358338 29.08181 0.57360 0.65357
6065 -0.40555762 16.57932 5.03219 77.46193 29.29719 -0.00358225 29.08207 0.57353 0.65351
6070 -0.40468860 16.57318 5.03636 77.46388 29.29754 -0.00358091 29.08232 0.57368 0.65348
6075 -0.40387103 16.56700 5.04046 77.46593 29.29789 -0.00357935 29.08254 0.57386 0.65365
6080 -0.40309949 16.56076 5.04449 77.46812 29.29828 -0.00357753 29.08275 0.57401 0.65380
6085 -0.40237881 16.55446 5.04843 77.47045 29.29866 -0.00357590 29.08295 0.57411 0.65390
6090 -0.40170172 16.54807 5.05227 77.47296 29.29906 -0.00357442 29.08314 0.57420 0.65416
6095 -0.40104883 16.54160 5.05617 77.47552 29.29947 -0.00357333 29.08332 0.57446 0.65443
6100 -0.40040619 16.53501 5.05996 77.47828 29.29989 -0.00357191 29.08350 0.57456 0.65452
6105 -0.39976624 16.52867 5.06365 77.48089 29.30029 -0.00357018 29.08366 0.57462 0.65459
6110 -0.39913806 16.52219 5.06726 77.48373 29.30070 -0.00356836 29.08381 0.57466 0.65463
6115 -0.39854990 16.51560 5.07079 77.48676 29.30112 -0.00356697 29.08396 0.57471 0.65485
6120 -0.39803101 16.50892 5.07426 77.48992 29.30160 -0.00356578 29.08413 0.57476 0.65508
6125 -0.39755243 16.50201 5.07768 77.49337 29.30208 -0.00356437 29.08429 0.57464 0.65514
6130 -0.39707849 16.49508 5.08091 77.49703 29.30256 -0.00356250 29.08446 0.57470 0.65502
6135 -0.39657510 16.48815 5.08410 77.50073 29.30306 -0.00356070 29.08463 0.57458 0.65490
6140 -0.39603790 16.48122 5.08727 77.50445 29.30359 -0.00355920 29.08482 0.57444 0.65512
6145 -0.39547052 16.47450 5.09041 77.50798 29.30415 -0.00355777 29.08502 0.57428 0.65514
6150 -0.39487521 16.46781 5.09354 77.51150 29.30474 -0.00355619 29.08524 0.57411 0.65514
6155 -0.39425433 16.46117 5.09667 77.51497 29.30529 -0.00355494 29.08546 0.57411 0.65514
6160 -0.39355734 16.45463 5.09979 77.51834 29.30588 -0.00355356 29.08568 0.57410 0.65531
6165 -0.39277536 16.44822 5.10292 77.52159 29.30648 -0.00355253 29.08595 0.57407 0.65547
6170 -0.39190839 16.44195 5.10607 77.52467 29.30710 -0.00355161 29.08622 0.57419 0.65524
6175 -0.39099811 16.43586 5.10924 77.52756 29.30771 -0.00355031 29.08654 0.57428 0.65498
6180 -0.39003882 16.43016 5.11244 77.53003 29.30832 -0.00354961 29.08685 0.57420 0.65471
6185 -0.38903702 16.42448 5.11567 77.53245 29.30886 -0.00354876 29.08718 0.57416 0.65449
6190 -0.38794165 16.41906 5.11893 77.53458 29.30936 -0.00354799 29.08751 0.57418 0.65433
6195 -0.38674423 16.41389 5.12223 77.53643 29.30982 -0.00354731 29.08784 0.57440 0.65437
6200 -0.38542548 16.40918 5.12556 77.53780 29.31022 -0.00354668 29.08814 0.57462 0.65441
6205 -0.38400635 16.40471 5.12892 77.53889 29.31061 -0.00354609 29.08847 0.57464 0.65425
6210 -0.38251794 16.40050 5.13229 77.53971 29.31094 -0.00354579 29.08878 0.57447 0.65425
6215 -0.38099301 16.39655 5.13568 77.54028 29.31116 -0.00354552 29.08910 0.57429 0.65426
6220 -0.37944797 16.39284 5.13907 77.54059 29.31133 -0.00354502 29.08940 0.57447 0.65408
6225 -0.37785257 16.38918 5.14229 77.54102 29.31145 -0.00354453 29.08969 0.57449 0.65410
6230 -0.37615741 16.38575 5.14546 77.54129 29.31153 -0.00354426 29.08995 0.57453 0.65397
6235 -0.37436179 16.38250 5.14856 77.54144 29.31157 -0.00354394 29.09022 0.57458 0.65384
6240 -0.37250284 16.37956 5.15157 77.54136 29.31156 -0.00354381 29.09046 0.57481 0.65389
6245 -0.37063510 16.37691 5.15447 77.54112 29.31153 -0.00354312 29.09069 0.57502 0.65392
6250 -0.36878491 16.37429 5.15723 77.54098 29.31150 -0.00354259 29.09087 0.57485 0.65391
6255 -0.36697086 16.37172 5.15983 77.54095 29.31153 -0.00354196 29.09102 0.57463 0.65387
6260 -0.36518451 16.36918 5.16243 77.54089 29.31154 -0.00354071 29.09112 0.57439 0.65382
6265 -0.36340009 16.36646 5.16486 77.54118 29.31162 -0.00353930 29.09123 0.57419 0.65362
6270 -0.36157938 16.36377 5.16696 77.54176 29.31176 -0.00353795 29.09131 0.57401 0.65362
6275 -0.35973019 16.36106 5.16890 77.54252 29.31197 -0.00353639 29.09139 0.57400 0.65360
6280 -0.35789716 16.35849 5.17067 77.54330 29.31226 -0.00353512 29.09145 0.57394 0.65355
6285 -0.35613202 16.35585 5.17229 77.54430 29.31265 -0.00353343 29.09152 0.57372 0.65351
6290 -0.35444736 16.35314 5.17376 77.54554 29.31313 -0.00353136 29.09157 0.57372 0.65369
6295 -0.35283844 16.35035 5.17508 77.54699 29.31368 -0.00352966 29.09162 0.57375 0.65371
6300 -0.35125833 16.34768 5.17627 77.54845 29.31435 -0.00352739 29.09164 0.57361 0.65358
6305 -0.34970038 16.34492 5.17734 77.55013 29.31508 -0.00352482 29.09167 0.57368 0.65348
6310 -0.34816437 16.34211 5.17829 77.55196 29.31592 -0.00352245 29.09172 0.57363 0.65360
6315 -0.34665613 16.33925 5.17915 77.55395 29.31677 -0.00352054 29.09176 0.57360 0.65374
6320 -0.34517746 16.33656 5.18008 77.55568 29.31764 -0.00351840 29.09183 0.57374 0.65388
6325 -0.34372937 16.33385 5.18096 77.55749 29.31851 -0.00351607 29.09191 0.57385 0.65381
6330 -0.34230206 16.33116 5.18181 77.55930 29.31938 -0.00351382 29.09199 0.57391 0.65388
6335 -0.34089636 16.32851 5.18266 77.56108 29.32019 -0.00351241 29.09209 0.57396 0.65392
6340 -0.33949112 16.32612 5.18354 77.56258 29.32100 -0.00351090 29.09221 0.57401 0.65380
6345 -0.33808734 16.32399 5.18448 77.56374 29.32172 -0.00350933 29.09235 0.57390 0.65369
6350 -0.33668744 16.32197 5.18518 77.56506 29.32234 -0.00350771 29.09252 0.57398 0.65359
6355 -0.33527536 16.32008 5.18596 77.56615 29.32289 -0.00350652 29.09271 0.57405 0.65349
6360 -0.33382492 16.31820 5.18682 77.56717 29.32335 -0.00350578 29.09290 0.57412 0.65356
6365 -0.33230878 16.31652 5.18774 77.56791 29.32372 -0.00350527 29.09314 0.57421 0.65365
6370 -0.33071796 16.31508 5.18873 77.56836 29.32401 -0.00350474 29.09339 0.57449 0.65360
6375 -0.32905112 16.31387 5.18976 77.56854 29.32417 -0.00350396 29.09365 0.57464 0.65356
6380 -0.32732755 16.31307 5.19083 77.56827 29.32425 -0.00350364 29.09392 0.57461 0.65370
6385 -0.32553595 16.31251 5.19191 77.56776 29.32430 -0.00350376 29.09420 0.57455 0.65346
6390 -0.32365714 16.31218 5.19300 77.56700 29.32426 -0.00350431 29.09449 0.57462 0.65334
6395 -0.32169403 16.31210 5.19408 77.56602 29.32424 -0.00350457 29.09481 0.57465 0.65337
6400 -0.31965344 16.31227 5.19512 77.56482 29.32417 -0.00350525 29.09511 0.57468 0.65360
6405 -0.31753339 16.31249 5.19612 77.56361 29.32405 -0.00350609 29.09543 0.57458 0.65386
6410 -0.31529288 16.31295 5.19705 77.56224 29.32396 -0.00350710 29.09574 0.57472 0.65417
6415 -0.31294409 16.31362 5.19789 77.56075 29.32387 -0.00350851 29.09609 0.57489 0.65434
6420 -0.31049988 16.31445 5.19864 77.55919 29.32374 -0.00350981 29.09640 0.57487 0.65465
6425 -0.30797632 16.31541 5.19927 77.55762 29.32364 -0.00351151 29.09669 0.57475 0.65489
6430 -0.30535925 16.31644 5.19978 77.55609 29.32354 -0.00351335 29.09697 0.57455 0.65487
6435 -0.30264490 16.31752 5.20016 77.55466 29.32342 -0.00351485 29.09725 0.57428 0.65443
6440 -0.29981897 16.31878 5.20039 77.55318 29.32330 -0.00351671 29.09754 0.57419 0.65416
6445 -0.29691626 16.32000 5.20047 77.55190 29.32318 -0.00351867 29.09779 0.57414 0.65411
6450 -0.29395074 16.32113 5.20040 77.55084 29.32305 -0.00352071 29.09805 0.57394 0.65391
6455 -0.29094794 16.32218 5.20018 77.55003 29.32291 -0.00352305 29.09829 0.57378 0.65392
6460 -0.28790356 16.32310 5.19981 77.54948 29.32274 -0.00352568 29.09851 0.57381 0.65395
6465 -0.28478186 16.32406 5.19930 77.54903 29.32255 -0.00352813 29.09872 0.57348 0.65380
6470 -0.28158667 16.32484 5.19866 77.54890 29.32235 -0.00353039 29.09891 0.57330 0.65380
6475 -0.27829822 16.32546 5.19790 77.54904 29.32213 -0.00353294 29.09910 0.57325 0.65376
6480 -0.27493356 16.32609 5.19702 77.54928 29.32189 -0.00353528 29.09928 0.57338 0.65352
6485 -0.27154980 16.32656 5.19605 77.54977 29.32163 -0.00353736 29.09944 0.57350 0.65329
6490 -0.26815433 16.32689 5.19501 77.55048 29.32137 -0.00353964 29.09958 0.57364 0.65307
6495 -0.26473560 16.32710 5.19390 77.55138 29.32111 -0.00354155 29.09972 0.57363 0.65290
6500 -0.26124292 16.32703 5.19275 77.55258 29.32085 -0.00354355 29.09986 0.57385 0.65294
6505 -0.25765454 16.32708 5.19157 77.55369 29.32059 -0.00354534 29.10000 0.57411 0.65303
6510 -0.25395659 16.32707 5.19039 77.55487 29.32033 -0.00354714 29.10013 0.57420 0.65328
6515 -0.25017305 16.32704 5.18905 77.55622 29.32007 -0.00354845 29.10025 0.57391 0.65351
6520 -0.24631720 16.32719 5.18774 77.55737 29.31981 -0.00354923 29.10036 0.57375 0.65354
6525 -0.24240393 16.32738 5.18660 77.55830 29.31951 -0.00354995 29.10050 0.57376 0.65355
6530 -0.23840768 16.32766 5.18551 77.55910 29.31919 -0.00355035 29.10065 0.57361 0.65341
6535 -0.23432455 16.32807 5.18448 77.55972 29.31891 -0.00354990 29.10077 0.57368 0.65330
6540 -0.23014253 16.32865 5.18352 77.56010 29.31859 -0.00354957 29.10091 0.57377 0.65339
6545 -0.22583800 16.32944 5.18265 77.56018 29.31827 -0.00354886 29.10105 0.57370 0.65349
6550 -0.22142905 16.33046 5.18187 77.55994 29.31795 -0.00354778 29.10120 0.57380 0.65376
